,region,date,pred_dtp,pred_fire,pred_zkh
203,Еловский МО,2022-09-05,0.1787348448760686,0.32135718855203754,0.32474992488095217
204,Гайнский МО,2022-09-05,0.1787348448760686,0.35168325099167763,0.32474992488095217
205,Большесосновский МО,2022-09-06,0.31164955871227673,0.4814660666446254,0.32474992488095217
206,Горнозаводский ГО,2022-09-06,0.1545431756936641,0.6323139586241043,0.32474992488095217
207,Добрянский ГО,2022-09-06,0.6521335997939393,0.7893215030254428,0.32474992488095217
208,Краснокамский ГО,2022-09-06,0.5609053143054912,0.8370761511393374,0.32474992488095217
209,Лысьвенский ГО,2022-09-06,0.5609053143054912,0.8370761511393374,0.32474992488095217
210,Очерский ГО,2022-09-06,0.15989942320482226,0.5997283862550962,0.32474992488095217
211,Пермский ГО,2022-09-06,0.9730643003590377,0.9941130354642331,0.5481063185932276
212,Пермский МО,2022-09-06,0.7697542245493866,0.9511907283583385,0.39958391673858284
213,Соликамский ГО,2022-09-06,0.7287621418790898,0.8397810797902526,0.32474992488095217
214,Частинский МО,2022-09-06,0.1545431756936641,0.49566800682113066,0.32474992488095217
215,Косинский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
216,Октябрьский ГО,2022-09-06,0.37081497671324476,0.6831286617619846,0.32474992488095217
217,Сивинский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
218,Чердынский ГО,2022-09-06,0.1545431756936641,0.4807419098065041,0.32474992488095217
219,ГО город Березники,2022-09-06,0.8169125907306612,0.8397810797902526,0.32474992488095217
220,Кудымкарский МО,2022-09-06,0.5609053143054912,0.7893215030254428,0.32474992488095217
221,Чусовской ГО,2022-09-06,0.6233267112185485,0.8370761511393374,0.32474992488095217
222,Кунгурский МО,2022-09-06,0.7697542245493866,0.8886464869621643,0.32474992488095217
223,Осинский ГО,2022-09-06,0.373587209167822,0.6308576684681426,0.32474992488095217
224,Уинский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
225,Карагайский МО,2022-09-06,0.373587209167822,0.5997283862550962,0.32474992488095217
226,Губахинский ГО,2022-09-06,0.37766388919271066,0.7491672716607626,0.32474992488095217
227,Суксунский ГО,2022-09-06,0.373587209167822,0.4745163755121505,0.32474992488095217
228,Куединский МО,2022-09-06,0.373587209167822,0.6323139586241043,0.32474992488095217
229,Верещагинский ГО,2022-09-06,0.16400474763557935,0.6323139586241043,0.39958391673858284
230,Александровский МО,2022-09-06,0.1545431756936641,0.682015903167995,0.32474992488095217
231,Ильинский ГО,2022-09-06,0.1545431756936641,0.5997283862550962,0.32474992488095217
232,Оханский ГО,2022-09-06,0.1545431756936641,0.45460318574677944,0.32474992488095217
233,Чернушинский ГО,2022-09-06,0.5972710691192991,0.6831286617619846,0.32474992488095217
234,Юсьвинский МО,2022-09-06,0.1545431756936641,0.5933831387732972,0.32474992488095217
235,Ординский МО,2022-09-06,0.3668951676047368,0.45498829763117965,0.32474992488095217
236,Кишертский МО,2022-09-06,0.1545431756936641,0.49664228000097616,0.32474992488095217
237,Чайковский ГО,2022-09-06,0.6449024606509498,0.8370761511393374,0.32474992488095217
238,Юрлинский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
239,Бардымский МО,2022-09-06,0.36834265685783085,0.5997283862550962,0.32474992488095217
240,Березовский МО,2022-09-06,0.1545431756936641,0.5997283862550962,0.32474992488095217
241,Кочевский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
242,Красновишерский ГО,2022-09-06,0.1545431756936641,0.5997283862550962,0.32474992488095217
243,ГО город Кизел,2022-09-06,0.1545431756936641,0.6012298561356849,0.32474992488095217
244,Еловский МО,2022-09-06,0.1545431756936641,0.45124022591033647,0.32474992488095217
245,Гайнский МО,2022-09-06,0.1545431756936641,0.4852791283658414,0.32474992488095217
246,Большесосновский МО,2022-09-07,0.3030291154585749,0.45869524140452655,0.32474992488095217
247,Горнозаводский ГО,2022-09-07,0.15031956913109373,0.615048400465312,0.32474992488095217
248,Добрянский ГО,2022-09-07,0.6511300170424131,0.7775995081893001,0.32474992488095217
249,Краснокамский ГО,2022-09-07,0.5549351391137602,0.8281301945400472,0.32474992488095217
250,Лысьвенский ГО,2022-09-07,0.5549351391137602,0.8281301945400472,0.32474992488095217
251,Очерский ГО,2022-09-07,0.15555636578777107,0.576869078560004,0.32474992488095217
252,Пермский ГО,2022-09-07,0.9731076133919513,0.9937216821306021,0.5481063185932276
253,Пермский МО,2022-09-07,0.7688916959807014,0.9482159577190259,0.39958391673858284
254,Соликамский ГО,2022-09-07,0.7278873847561593,0.8309536533344509,0.32474992488095217
255,Частинский МО,2022-09-07,0.15031956913109373,0.4760632721685935,0.32474992488095217
256,Косинский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
257,Октябрьский ГО,2022-09-07,0.35995175825645764,0.6712304761831613,0.32474992488095217
258,Сивинский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
259,Чердынский ГО,2022-09-07,0.15031956913109373,0.46097187971746206,0.32474992488095217
260,ГО город Березники,2022-09-07,0.8160791964579668,0.8309536533344509,0.32474992488095217
261,Кудымкарский МО,2022-09-07,0.5549351391137602,0.7775995081893001,0.32474992488095217
262,Чусовской ГО,2022-09-07,0.6176266760108237,0.8281301945400472,0.32474992488095217
263,Кунгурский МО,2022-09-07,0.7688916959807014,0.8821334771445731,0.32474992488095217
264,Осинский ГО,2022-09-07,0.364530958716992,0.6135655189275202,0.32474992488095217
265,Уинский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
266,Карагайский МО,2022-09-07,0.364530958716992,0.576869078560004,0.32474992488095217
267,Губахинский ГО,2022-09-07,0.369170518345036,0.7388006420964011,0.32474992488095217
268,Суксунский ГО,2022-09-07,0.364530958716992,0.45178785872423555,0.32474992488095217
269,Куединский МО,2022-09-07,0.364530958716992,0.615048400465312,0.32474992488095217
270,Верещагинский ГО,2022-09-07,0.1595713644538122,0.615048400465312,0.39958391673858284
271,Александровский МО,2022-09-07,0.15031956913109373,0.6700961129316093,0.32474992488095217
272,Ильинский ГО,2022-09-07,0.15031956913109373,0.576869078560004,0.32474992488095217
273,Оханский ГО,2022-09-07,0.15031956913109373,0.4318311795375634,0.32474992488095217
274,Чернушинский ГО,2022-09-07,0.5914351850553046,0.6712304761831613,0.32474992488095217
275,Юсьвинский МО,2022-09-07,0.15031956913109373,0.5728508706455991,0.32474992488095217
276,Ординский МО,2022-09-07,0.35608179334733714,0.43242542451566995,0.32474992488095217
277,Кишертский МО,2022-09-07,0.15031956913109373,0.47703545969663236,0.32474992488095217
278,Чайковский ГО,2022-09-07,0.6437115939602608,0.8281301945400472,0.32474992488095217
279,Юрлинский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
280,Бардымский МО,2022-09-07,0.35934061059989725,0.576869078560004,0.32474992488095217
281,Березовский МО,2022-09-07,0.15031956913109373,0.576869078560004,0.32474992488095217
282,Кочевский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
283,Красновишерский ГО,2022-09-07,0.15031956913109373,0.576869078560004,0.32474992488095217
284,ГО город Кизел,2022-09-07,0.15031956913109373,0.5783960163749378,0.32474992488095217
285,Еловский МО,2022-09-07,0.15031956913109373,0.42850432446520875,0.32474992488095217
286,Гайнский МО,2022-09-07,0.15031956913109373,0.4657058641966328,0.32474992488095217
287,Большесосновский МО,2022-09-08,0.31498193159420407,0.4700264608058452,0.31841138120823315
288,Горнозаводский ГО,2022-09-08,0.16431003959921878,0.6116630422719923,0.31841138120823315
289,Добрянский ГО,2022-09-08,0.6612142243471812,0.7690723930815108,0.31841138120823315
290,Краснокамский ГО,2022-09-08,0.5692579557261077,0.8206703491183198,0.31841138120823315
291,Лысьвенский ГО,2022-09-08,0.5692579557261077,0.8206703491183198,0.31841138120823315
292,Очерский ГО,2022-09-08,0.17118599909825094,0.5748144714185676,0.31841138120823315
293,Пермский ГО,2022-09-08,0.974098727012537,0.9934392902739716,0.5486651609654444
294,Пермский МО,2022-09-08,0.7770356285408919,0.9459073834390755,0.3973198437753507
295,Соликамский ГО,2022-09-08,0.7369819769352635,0.824695233105341,0.31841138120823315
296,Частинский МО,2022-09-08,0.16431003959921878,0.48394106960901373,0.31841138120823315
297,Косинский МО,2022-09-08,0.16431003959921878,0.4360481551165944,0.31841138120823315
298,Октябрьский ГО,2022-09-08,0.37284807072729037,0.6657064291374992,0.31841138120823315
299,Сивинский МО,2022-09-08,0.16431003959921878,0.4360481551165944,0.31841138120823315
300,Чердынский ГО,2022-09-08,0.16431003959921878,0.46627323655260233,0.31841138120823315
301,ГО город Березники,2022-09-08,0.8232854140631904,0.824695233105341,0.31841138120823315
302,Кудымкарский МО,2022-09-08,0.5692579557261077,0.7690723930815108,0.31841138120823315
303,Чусовской ГО,2022-09-08,0.6306044042424648,0.8206703491183198,0.31841138120823315
304,Кунгурский МО,2022-09-08,0.7770356285408919,0.8772602326236781,0.31841138120823315
305,Осинский ГО,2022-09-08,0.37778054417214013,0.6107179883161618,0.31841138120823315
306,Уинский МО,2022-09-08,0.16431003959921878,0.4360481551165944,0.31841138120823315
307,Карагайский МО,2022-09-08,0.37778054417214013,0.5748144714185676,0.31841138120823315
308,Губахинский ГО,2022-09-08,0.3831412346407962,0.7274833203716009,0.31841138120823315
309,Суксунский ГО,2022-09-08,0.37778054417214013,0.4619572071095154,0.31841138120823315
310,Куединский МО,2022-09-08,0.37778054417214013,0.6116630422719923,0.31841138120823315
311,Верещагинский ГО,2022-09-08,0.17424632976488708,0.6116630422719923,0.3973198437753507
312,Александровский МО,2022-09-08,0.16431003959921878,0.6641573734137227,0.31841138120823315
313,Ильинский ГО,2022-09-08,0.16431003959921878,0.5748144714185676,0.31841138120823315
